"Time (ms)","Trajectory 1"
"0","5.433681"
"32","6.624153"
"80","7.619782"
"112","8.227555"
"192","8.302115"
"240","7.756025"
"288","6.55349"
"320","4.689634"
"368","2.17505"
"416","-0.965361"
"448","-4.69216"
"496","-8.955596"
"528","-13.69879"
"576","-18.85909"
"624","-24.37114"
"656","-30.17104"
"704","-36.19365"
"736","-42.36303"
"784","-48.5935"
"832","-54.8019"
"864","-60.91175"
"912","-66.84647"
"944","-72.52497"
"992","-77.86452"
"1040","-82.78415"
"1072","-87.20559"
"1120","-91.05723"
"1152","-94.27765"
"1200","-96.81516"
"1248","-98.62733"
"1280","-99.67989"
"1328","-99.94801"
"1360","-99.42605"
"1408","-98.13451"
"1456","-96.10847"
"1488","-93.37905"
"1536","-89.97459"
"1568","-85.93931"
"1616","-81.342"
"1664","-76.26797"
"1696","-70.80624"
"1744","-65.03934"
"1792","-59.04242"
"1824","-52.89461"
"1872","-46.68876"
"1904","-40.52612"
"1952","-34.49806"
"2000","-28.66974"
"2032","-23.08431"
"2080","-17.78737"
"2112","-12.84331"
"2160","-8.327996"
"2208","-4.310471"
"2240","-0.8396584"
"2288","2.055823"
"2320","4.358011"
"2368","6.050531"
"2416","7.115692"
"2448","7.538936"
"2496","7.317533"
"2528","6.461815"
"2576","4.985009"
"2624","2.897553"
"2656","0.2132091"
"2704","-3.046093"
"2736","-6.851538"
"2784","-11.16801"
"2832","-15.95195"
"2864","-21.149"
"2912","-26.69418"
"2944","-32.51395"
"2992","-38.5259"
"3040","-44.64118"
"3072","-50.77478"
"3120","-56.85303"
"3152","-62.81131"
"3200","-68.58692"
"3248","-74.10754"
"3280","-79.28386"
"3328","-84.01958"
"3360","-88.2279"
"3408","-91.83952"
"3456","-94.80349"
"3488","-97.08143"
"3536","-98.63872"
"3568","-99.44399"
"3616","-99.47913"
"3664","-98.74901"
"3696","-97.27933"
"3744","-95.10263"
"3792","-92.24747"
"3824","-88.74542"
"3872","-84.64551"
"3904","-80.0172"
"3952","-74.94299"
"4000","-69.50806"
"4032","-63.79036"
"4080","-57.85809"
"4112","-51.77778"
"4160","-45.62419"
"4208","-39.48312"
"4240","-33.4424"
"4288","-27.57801"
"4320","-21.95469"
"4368","-16.64003"
"4416","-11.71069"
"4448","-7.24233"
"4496","-3.294616"
"4528","0.09254047"
"4576","2.891272"
"4624","5.077632"
"4656","6.629217"
"4704","7.530044"
"4736","7.779853"
"4784","7.396333"
"4832","6.402224"
"4864","4.808922"
"4912","2.615853"
"4944","-0.1753939"
"4992","-3.548862"
"5040","-7.468373"
"5072","-11.87519"
"5120","-16.69574"
"5152","-21.85868"
"5200","-27.30481"
"5248","-32.98207"
"5280","-38.834"
"5328","-44.78963"
"5360","-50.76335"
"5408","-56.66895"
"5456","-62.43248"
"5488","-67.98849"
"5536","-73.26908"
"5568","-78.19835"
"5616","-82.69307"
"5664","-86.67049"
"5696","-90.06003"
"5744","-92.80737"
"5792","-94.87141"
"5824","-96.22176"
"5872","-96.83585"
"5904","-96.69773"
"5952","-95.80395"
"6000","-94.16901"
"6032","-91.82233"
"6080","-88.80396"
"6112","-85.16595"
"6160","-80.97219"
"6208","-76.29368"
"6240","-71.20306"
"6288","-65.77213"
"6320","-60.07561"
"6368","-54.19652"
"6416","-48.22427"
"6448","-42.24826"
"6496","-36.35335"
"6528","-30.61563"
"6576","-25.09702"
"6624","-19.84653"
"6656","-14.91212"
