"Time (ms)","Trajectory 1"
"0","26.86665"
"32","34.4127"
"128","41.55361"
"160","47.89021"
"208","53.10448"
"240","56.98278"
"288","59.41737"
"336","60.37755"
"368","59.86674"
"416","57.90365"
"448","54.52796"
"496","49.80082"
"544","43.79662"
"576","36.59763"
"624","28.29072"
"656","18.96447"
"704","8.715884"
"752","-2.341573"
"785","-14.08875"
"832","-26.40652"
"864","-39.15916"
"912","-52.18868"
"960","-65.32729"
"992","-78.40221"
"1040","-91.23653"
"1088","-103.6672"
"1120","-115.5671"
"1168","-126.8399"
"1200","-137.4001"
"1248","-147.1582"
"1296","-156.0023"
"1328","-163.7916"
"1376","-170.3817"
"1408","-175.6558"
"1456","-179.5272"
"1504","-181.9299"
"1536","-182.8217"
"1584","-182.1895"
"1616","-180.0428"
"1664","-176.4078"
"1712","-171.3343"
"1744","-164.8998"
"1792","-157.2014"
"1824","-148.3511"
"1872","-138.4831"
"1920","-127.7512"
"1952","-116.3043"
"2000","-104.2674"
"2032","-91.74786"
"2080","-78.85608"
"2128","-65.72464"
"2160","-52.51506"
"2208","-39.40554"
"2240","-26.56837"
"2288","-14.15528"
"2336","-2.298494"
"2368","8.880643"
"2416","19.262"
"2448","28.71602"
"2496","37.10342"
"2544","44.29652"
"2576","50.20618"
"2624","54.79075"
"2672","58.04374"
"2704","59.96982"
"2752","60.56771"
"2784","59.8312"
"2832","57.75747"
"2880","54.35156"
"2912","49.63272"
"2960","43.64188"
"2992","36.44261"
"3040","28.1175"
"3088","18.75994"
"3120","8.465543"
"3168","-2.662521"
"3200","-14.49749"
"3248","-26.88325"
"3296","-39.64484"
"3328","-52.60087"
"3376","-65.57613"
"3408","-78.41881"
"3456","-91.00397"
"3504","-103.2197"
"3536","-114.9588"
"3584","-126.1157"
"3616","-136.5755"
"3664","-146.2103"
"3712","-154.8943"
"3744","-162.5141"
"3792","-168.963"
"3824","-174.1346"
"3872","-177.927"
"3920","-180.2542"
"3952","-181.0626"
"4000","-180.3381"
"4032","-178.0954"
"4080","-174.3754"
"4128","-169.2482"
"4160","-162.802"
"4208","-155.1333"
"4240","-146.3493"
"4288","-136.5668"
"4336","-125.9105"
"4368","-114.5095"
"4416","-102.495"
"4448","-90.00229"
"4496","-77.17133"
"4544","-64.14556"
"4576","-51.07274"
"4624","-38.10619"
"4672","-25.40442"
"4704","-13.12672"
"4752","-1.427272"
"4784","9.549185"
"4832","19.67277"
"4881","28.83078"
"4912","36.92167"
"4960","43.85112"
"4992","49.54482"
"5040","53.96366"
"5088","57.09379"
"5120","58.92107"
"5168","59.42014"
"5200","58.56537"
"5248","56.3488"
"5296","52.78979"
"5328","47.93121"
"5376","41.82603"
"5408","34.52806"
"5456","26.09881"
"5504","16.62577"
"5536","6.228901"
"5584","-4.952696"
"5616","-16.7706"
"5664","-29.06863"
"5712","-41.68935"
"5744","-54.47679"
"5792","-67.2782"
"5824","-79.95312"
"5872","-92.37502"
"5920","-104.4214"
"5952","-115.9637"
"6000","-126.8695"
"6032","-137.0148"
"6080","-146.2934"
"6128","-154.6077"
"6160","-161.8548"
"6208","-167.9243"
"6240","-172.7157"
"6288","-176.1524"
"6336","-178.182"
"6368","-178.7676"
"6416","-177.8864"
"6448","-175.5403"
"6496","-171.767"
"6544","-166.6417"
"6576","-160.2592"
"6624","-152.7124"
"6672","-144.0954"
"6704","-134.5135"
"6752","-124.0788"
"6784","-112.9004"
"6832","-101.0915"
"6880","-88.77934"
"6912","-76.11069"
"6960","-63.25094"
"6992","-50.37497"
"7040","-37.65242"
"7088","-25.23475"
"7120","-13.25153"
"7168","-1.819651"
"7200","8.941103"
