"Time (ms)","Trajectory 1"
"0","223.2354"
"48","230.2294"
"80","236.9835"
"128","243.2624"
"224","248.8671"
"256","253.6516"
"288","257.5268"
"336","260.4551"
"384","262.4361"
"416","263.4797"
"464","263.5854"
"496","262.7389"
"544","260.9258"
"592","258.1523"
"624","254.4494"
"672","249.8629"
"704","244.4466"
"752","238.2617"
"800","231.3728"
"832","223.8452"
"880","215.7492"
"912","207.1598"
"960","198.1512"
"1008","188.8015"
"1040","179.2066"
"1088","169.4857"
"1120","159.7677"
"1168","150.1722"
"1216","140.802"
"1248","131.7466"
"1296","123.0953"
"1344","114.9489"
"1376","107.412"
"1424","100.5739"
"1456","94.50191"
"1504","89.24591"
"1552","84.84809"
"1584","81.35806"
"1632","78.83826"
"1664","77.34941"
"1712","76.93311"
"1760","77.60365"
"1792","79.34612"
"1840","82.12509"
"1872","85.89888"
"1920","90.61919"
"1968","96.22041"
"2000","102.6196"
"2048","109.7275"
"2080","117.4616"
"2128","125.7511"
"2176","134.525"
"2208","143.6952"
"2256","153.1532"
"2288","162.7816"
"2336","172.4742"
"2384","182.1451"
"2416","191.7211"
"2464","201.1236"
"2496","210.2487"
"2544","218.9636"
"2592","227.1286"
"2624","234.6235"
"2672","241.3595"
"2704","247.278"
"2752","252.3377"
"2800","256.501"
"2832","259.7307"
"2880","261.9992"
"2912","263.3023"
"2960","263.6573"
"3008","263.0861"
"3040","261.6043"
"3088","259.2213"
"3120","255.9444"
"3168","251.7907"
"3216","246.7997"
"3248","241.0285"
"3296","234.5372"
"3344","227.3824"
"3376","219.6198"
"3424","211.316"
"3456","202.5575"
"3504","193.4407"
"3552","184.0565"
"3584","174.4917"
"3632","164.8364"
"3664","155.1912"
"3712","145.6709"
"3760","136.3954"
"3792","127.4746"
"3840","119.0054"
"3872","111.0826"
"3920","103.808"
"3968","97.28445"
"4000","91.6025"
"4048","86.83256"
"4080","83.02139"
"4128","80.19759"
"4176","78.38728"
"4208","77.62012"
"4256","77.91756"
"4288","79.27748"
"4336","81.67062"
"4384","85.04919"
"4416","89.35875"
"4464","94.54592"
"4496","100.5553"
"4544","107.3207"
"4592","114.7611"
"4624","122.783"
"4672","131.2892"
"4704","140.1928"
"4752","149.4203"
"4800","158.9006"
"4832","168.5488"
"4880","178.2541"
"4912","187.889"
"4960","197.3291"
"5008","206.4637"
"5040","215.189"
"5088","223.4003"
"5120","230.994"
"5168","237.8749"
"5216","243.9688"
"5248","249.23"
"5296","253.6346"
"5344","257.1628"
"5376","259.7913"
"5424","261.5023"
"5456","262.2892"
"5504","262.1493"
"5552","261.0805"
"5584","259.0883"
"5632","256.1907"
"5664","252.4168"
"5712","247.802"
"5760","242.3885"
"5792","236.228"
"5840","229.3776"
"5872","221.8942"
"5920","213.8413"
"5968","205.3009"
"6000","196.375"
"6048","187.1735"
"6080","177.8031"
"6128","168.3588"
"6176","158.919"
"6208","149.5601"
"6256","140.3808"
"6288","131.5075"
"6336","123.0709"
"6384","115.1781"
"6416","107.9077"
"6464","101.3302"
"6496","95.52307"
"6544","90.56331"
"6592","86.5124"
"6624","83.41013"
"6672","81.2775"
"6704","80.1249"
"6752","79.96343"
"6800","80.81222"
"6832","82.68943"
"6880","85.59151"
"6912","89.48203"
"6960","94.29638"
"7008","99.95426"
"7040","106.3741"
"7088","113.4789"
"7120","121.1899"
"7168","129.4198"
"7216","138.0748"
"7248","147.0595"
"7296","156.2844"
"7344","165.6648"
"7376","175.1102"
"7424","184.5163"
"7456","193.7689"
"7504","202.7572"
"7552","211.3895"
"7584","219.5936"
"7632","227.2967"
"7664","234.4113"
"7712","240.8381"
"7760","246.4827"
"7792","251.2769"
"7840","255.186"
"7872","258.1944"
"7920","260.2926"
"7968","261.4706"
"8000","261.7156"
"8048","261.0189"
"8080","259.3875"
"8128","256.8452"
"8176","253.4259"
"8208","249.171"
"8256","244.1251"
"8288","238.3356"
"8336","231.8546"
"8384","224.7406"
"8416","217.0542"
"8464","208.8545"
"8496","200.2074"
"8544","191.1943"
"8592","181.9107"
"8624","172.4628"
"8672","162.9661"
"8704","153.5407"
"8752","144.3059"
"8800","135.3744"
"8832","126.8514"
"8880","118.8412"
"8912","111.4448"
"8960","104.745"
"9008","98.79967"
"9040","93.65151"
"9088","89.33788"
"9120","85.89143"
"9168","83.34417"
"9217","81.73232"
"9248","81.08763"
"9296","81.42928"
"9344","82.76493"
"9376","85.08806"
"9424","88.37643"
"9456","92.5977"
"9504","97.70747"
"9552","103.6426"
"9584","110.3312"
"9632","117.7071"
"9664","125.7017"
"9712","134.2254"
"9760","143.1664"
"9792","152.4044"
"9840","161.8218"
"9872","171.3098"
"9920","180.769"
"9968","190.0986"
"10000","199.1875"
"10048","207.923"
"10080","216.2045"
"10128","223.9482"
"10176","231.0884"
"10208","237.5748"
"10256","243.3619"
"10288","248.396"
"10336","252.6144"
"10384","255.962"
"10416","258.4078"
"10464","259.9431"
"10496","260.5701"
"10544","260.2929"
"10592","259.1124"
"10624","257.0283"
"10672","254.0501"
"10704","250.2043"
"10752","245.5308"
"10800","240.0734"
"10832","233.8763"
"10880","226.9951"
"10928","219.5065"
"10960","211.4998"
"11008","203.0609"
"11040","194.2695"
"11088","185.2064"
"11136","175.9596"
"11168","166.6261"
"11216","157.3073"
"11248","148.1008"
"11296","139.1024"
"11344","130.4137"
"11376","122.1432"
"11424","114.4016"
"11456","107.2987"
"11505","100.9375"
"11552","95.40299"
"11584","90.75101"
"11632","87.00969"
"11664","84.19183"
"11712","82.31046"
"11760","81.38452"
"11792","81.43291"
"11840","82.46684"
"11872","84.48474"
"11920","87.46946"
"11968","91.3874"
"12000","96.19129"
"12048","101.8235"
"12080","108.2135"
"12128","115.2745"
"12176","122.9116"
"12208","131.0374"
"12256","139.5804"
"12288","148.4763"
"12336","157.6509"
"12384","167.0097"
"12416","176.4442"
"12464","185.8429"
"12496","195.0969"
"12544","204.0912"
"12592","212.698"
"12624","220.7936"
"12672","228.282"
"12704","235.0955"
"12752","241.182"
"12800","246.4961"
"12832","250.9932"
"12880","254.6312"
"12928","257.3837"
"12960","259.2452"
"13008","260.2209"
"13040","260.3164"
"13088","259.5347"
"13136","257.8734"
"13168","255.3282"
"13216","251.9017"
"13248","247.6133"
"13296","242.5087"
"13344","236.6548"
"13376","230.119"
"13424","222.9587"
"13456","215.2335"
"13504","207.0169"
"13552","198.3967"
"13584","189.4678"
"13632","180.3227"
"13664","171.0463"
"13712","161.726"
"13760","152.4663"
"13792","143.391"
"13840","134.6273"
"13872","126.2907"
"13920","118.4812"
"13968","111.2874"
"14000","104.7879"
"14048","99.04891"
"14080","94.12164"
"14128","90.03909"
"14176","86.81933"
"14208","84.48318"
"14256","83.0673"
"14288","82.61921"
"14336","83.18238"
"14384","84.7735"
