"Time (ms)","Trajectory 1"
"0","-41.87208"
"48","-45.90036"
"96","-49.90681"
"128","-53.86749"
"224","-57.76474"
"256","-61.57761"
"304","-65.26952"
"336","-68.78649"
"384","-72.06757"
"416","-75.05462"
"464","-77.69547"
"512","-79.94587"
"544","-81.77282"
"592","-83.15528"
"624","-84.08122"
"672","-84.5418"
"720","-84.52657"
"752","-84.02594"
"800","-83.0382"
"832","-81.57289"
"880","-79.65325"
"928","-77.32002"
"960","-74.62637"
"1008","-71.62245"
"1040","-68.3457"
"1088","-64.82932"
"1136","-61.11791"
"1168","-57.27031"
"1216","-53.3504"
"1248","-49.41815"
"1296","-45.52402"
"1344","-41.70744"
"1376","-38.00292"
"1424","-34.44876"
"1472","-31.08731"
"1504","-27.95777"
"1552","-25.08871"
"1584","-22.4975"
"1632","-20.20145"
"1680","-18.22761"
"1712","-16.60857"
"1760","-15.37194"
"1792","-14.53383"
"1840","-14.09797"
"1888","-14.06"
"1920","-14.41351"
"1968","-15.15226"
"2000","-16.2687"
"2048","-17.75503"
"2096","-19.60684"
"2128","-21.82086"
"2176","-24.38437"
"2208","-27.26867"
"2256","-30.43295"
"2304","-33.83097"
"2336","-37.4163"
"2384","-41.14539"
"2416","-44.97755"
"2464","-48.87375"
"2512","-52.79043"
"2544","-56.67049"
"2592","-60.44869"
"2624","-64.0708"
"2672","-67.50233"
"2720","-70.71768"
"2752","-73.68362"
"2800","-76.35023"
"2832","-78.65405"
"2880","-80.53259"
"2928","-81.94098"
"2960","-82.85842"
"3008","-83.28365"
"3040","-83.22627"
"3088","-82.69736"
"3136","-81.70259"
"3168","-80.24632"
"3216","-78.34613"
"3248","-76.03912"
"3296","-73.37309"
"3344","-70.39609"
"3376","-67.15116"
"3424","-63.67726"
"3472","-60.01703"
"3504","-56.22356"
"3552","-52.3579"
"3584","-48.48104"
"3632","-44.64648"
"3680","-40.8965"
"3712","-37.26552"
"3760","-33.78829"
"3792","-30.50512"
"3840","-27.45968"
"3888","-24.6908"
"3920","-22.2251"
"3968","-20.07763"
"4000","-18.25876"
"4048","-16.7778"
"4096","-15.63992"
"4128","-14.84811"
"4176","-14.41265"
"4208","-14.35273"
"4256","-14.68703"
"4304","-15.42436"
"4336","-16.55952"
"4384","-18.0743"
"4416","-19.94377"
"4464","-22.14549"
