"Time (ms)","Trajectory 1"
"0","231.5434"
"32","218.6019"
"80","205.6751"
"112","192.7409"
"208","179.818"
"240","166.9654"
"288","154.2742"
"320","141.8574"
"368","129.8407"
"416","118.3504"
"448","107.4984"
"496","97.37718"
"528","88.06431"
"576","79.63"
"624","72.13898"
"656","65.6466"
"704","60.19524"
"736","55.81757"
"784","52.54783"
"832","50.42649"
"864","49.48923"
"912","49.75381"
"944","51.21378"
"992","53.84348"
"1040","57.61428"
"1072","62.5014"
"1120","68.4727"
"1152","75.47875"
"1200","83.45222"
"1248","92.31065"
"1280","101.9629"
"1328","112.3205"
"1361","123.3045"
"1408","134.8396"
"1456","146.8372"
"1488","159.1798"
"1536","171.7276"
"1568","184.344"
"1616","196.9097"
"1664","209.306"
"1696","221.3991"
"1744","233.0438"
"1792","244.0991"
"1824","254.4379"
"1872","263.9487"
"1904","272.5323"
"1952","280.0997"
"2000","286.568"
"2032","291.8579"
"2080","295.9001"
"2112","298.6451"
"2160","300.0625"
"2208","300.132"
"2240","298.8455"
"2288","296.2174"
"2320","292.2874"
"2368","287.1147"
"2416","280.7697"
"2448","273.3259"
"2496","264.8535"
"2528","255.4288"
"2576","245.1446"
"2624","234.1108"
"2656","222.4533"
"2704","210.3118"
"2736","197.8313"
"2784","185.1519"
"2832","172.4067"
"2864","159.7278"
"2912","147.2463"
"2944","135.0861"
"2992","123.3573"
"3040","112.1542"
"3072","101.5661"
"3120","91.68521"
"3152","82.59959"
"3200","74.38375"
"3248","67.10268"
"3280","60.8215"
"3328","55.60448"
"3360","51.50397"
"3408","48.55564"
"3456","46.78082"
"3488","46.1869"
"3536","46.76935"
"3568","48.51498"
"3616","51.40135"
"3664","55.3987"
"3696","60.47583"
"3744","66.60111"
"3792","73.73637"
"3824","81.82749"
"3872","90.80116"
"3904","100.5774"
"3952","111.0814"
"4000","122.2331"
"4032","133.9338"
"4080","146.0679"
"4112","158.512"
"4160","171.1449"
"4208","183.8524"
"4240","196.5203"
"4288","209.021"
"4320","221.2046"
"4368","232.9057"
"4416","243.9674"
"4448","254.2636"
"4496","263.6985"
"4528","272.1897"
"4576","279.6561"
"4624","286.016"
"4656","291.1945"
"4704","295.1339"
"4736","297.7963"
"4784","299.1536"
"4832","299.1797"
"4864","297.8571"
"4912","295.1909"
"4944","291.2142"
"4992","285.9838"
"5040","279.576"
"5072","272.0811"
"5120","263.5967"
"5152","254.2233"
"5200","244.0647"
"5248","233.2349"
"5280","221.8613"
"5328","210.07"
"5360","197.9628"
"5408","185.6229"
"5456","173.1478"
"5488","160.6692"
"5536","148.3393"
"5584","136.3102"
"5616","124.7279"
"5664","113.7284"
"5696","103.4285"
"5744","93.9214"
"5792","85.27799"
"5824","77.55035"
"5872","70.77652"
"5904","64.98286"
"5952","60.19106"
"6000","56.43203"
"6032","53.74773"
"6080","52.17835"
"6112","51.75428"
"6160","52.49513"
"6208","54.40824"
"6240","57.49025"
"6288","61.73082"
"6320","67.10711"
"6368","73.57047"
"6416","81.04428"
"6448","89.44227"
"6496","98.68614"
"6528","108.7023"
"6576","119.4104"
"6624","130.721"
"6656","142.5386"
"6704","154.7608"
"6736","167.2776"
"6784","179.9738"
"6832","192.7271"
"6864","205.4026"
"6912","217.853"
"6944","229.9261"
"6992","241.4761"
"7040","252.3748"
"7072","262.5121"
"7120","271.7886"
"7152","280.1071"
"7200","287.375"
"7248","293.514"
"7280","298.4622"
"7328","302.1713"
"7376","304.6076"
"7408","305.7519"
"7456","305.5891"
"7488","304.1027"
"7536","301.2858"
"7584","297.1564"
"7616","291.7618"
"7664","285.1704"
"7696","277.4633"
"7744","268.7333"
"7792","259.0815"
"7824","248.6167"
"7872","237.4581"
"7904","225.7327"
"7952","213.5659"
"8000","201.0794"
"8032","188.3999"
"8080","175.6694"
"8112","163.0374"
"8160","150.6427"
"8208","138.6023"
"8240","127.0198"
"8288","116.0007"
"8320","105.6555"
"8368","96.08549"
"8416","87.37126"
"8448","79.57581"
"8496","72.75515"
"8528","66.96001"
"8576","62.22925"
"8624","58.59252"
"8656","56.07754"
"8704","54.70294"
"8736","54.46607"
"8784","55.34721"
"8832","57.32442"
"8864","60.38339"
"8912","64.51811"
"8944","69.72407"
"8992","75.98512"
"9040","83.26125"
"9072","91.48995"
"9120","100.5986"
"9152","110.5107"
"9200","121.1398"
"9248","132.3804"
"9280","144.1068"
"9328","156.1906"
"9376","168.519"
"9408","180.9918"
"9456","193.5013"
"9488","205.918"
"9536","218.0901"
"9584","229.8572"
"9616","241.0748"
"9664","251.629"
"9696","261.4278"
"9744","270.3831"
"9792","278.4064"
"9824","285.4106"
"9872","291.314"
"9904","296.0432"
"9952","299.5406"
"10000","301.7626"
"10032","302.6716"
"10080","302.2394"
"10112","300.4631"
"10160","297.3641"
"10208","292.9796"
"10240","287.3638"
"10288","280.591"
"10320","272.7463"
"10368","263.9126"
"10416","254.1761"
"10448","243.6413"
"10496","232.4303"
"10528","220.6696"
"10576","208.4812"
"10624","195.985"
"10656","183.3095"
"10704","170.6023"
"10736","158.0223"
"10784","145.7173"
"10832","133.8094"
"10864","122.3944"
"10912","111.5531"
"10944","101.3619"
"10992","91.89805"
"11040","83.23578"
"11072","75.44526"
"11120","68.59806"
"11152","62.76773"
"11200","58.01918"
"11248","54.39721"
"11280","51.92538"
"11328","50.61074"
"11376","50.44681"
"11408","51.4198"
"11456","53.51822"
"11488","56.73572"
"11536","61.06288"
"11584","66.47456"
"11616","72.92498"
"11664","80.35268"
"11696","88.6879"
"11744","97.85652"
"11792","107.7756"
"11824","118.3477"
"11872","129.4663"
"11904","141.0299"
"11952","152.9515"
"12000","165.1513"
"12032","177.5333"
"12080","189.9732"
"12112","202.3237"
"12160","214.4263"
"12208","226.126"
"12240","237.2858"
"12288","247.7908"
"12320","257.5381"
"12368","266.4242"
"12416","274.343"
"12448","281.1954"
"12496","286.9006"
"12528","291.4073"
"12576","294.6942"
"12624","296.7538"
"12656","297.5737"
"12704","297.1326"
"12736","295.4128"
"12784","292.4126"
"12832","288.1503"
"12864","282.6625"
"12912","276.0038"
"12944","268.2485"
"12992","259.4954"
"13040","249.864"
"13072","239.4786"
"13120","228.4582"
"13152","216.9184"
"13200","204.9728"
"13248","192.7384"
"13280","180.3421"
"13328","167.9194"
"13376","155.6057"
"13408","143.5292"
"13456","131.8116"
"13488","120.5706"
"13536","109.918"
"13584","99.95487"
"13616","90.7648"
"13664","82.4127"
"13696","74.95356"
"13744","68.43928"
"13792","62.91893"
"13824","58.43834"
"13872","55.03981"
"13904","52.75808"
"13952","51.61471"
"14000","51.61983"
"14032","52.77903"
"14080","55.09334"
"14112","58.55165"
"14160","63.1266"
"14208","68.77482"
"14240","75.43862"
"14288","83.05263"
"14320","91.5491"
"14368","100.8566"
"14416","110.8978"
"14448","121.5875"
"14496","132.8325"
"14528","144.5347"
"14576","156.5962"
"14624","168.9225"
"14656","181.4153"
"14704","193.9544"
"14736","206.3873"
"14784","218.5438"
"14832","230.2596"
"14864","241.392"
"14912","251.8223"
"14944","261.4482"
"14992","270.1779"
"15040","277.9332"
"15072","284.6491"
"15120","290.2653"
"15152","294.726"
"15200","297.9825"
"15248","299.9879"
"15280","300.6993"
"15328","300.0902"
"15376","298.1601"
"15408","294.9385"
"15456","290.4759"
"15488","284.8271"
"15536","278.0464"
"15584","270.1971"
"15616","261.3685"
"15664","251.6785"
"15696","241.2578"
"15744","230.2271"
"15792","218.6906"
"15824","206.7505"
"15872","194.5287"
"15904","182.1722"
"15952","169.8342"
"16000","157.6498"
"16032","145.7331"
"16080","134.1894"
"16112","123.1257"
"16160","112.6508"
"16208","102.8653"
"16240","93.85578"
"16288","85.69504"
"16320","78.44573"
"16368","72.1667"
"16416","66.91046"
"16448","62.71263"
"16496","59.59067"
"16528","57.55441"
"16576","56.61553"
"16624","56.78982"
"16656","58.09106"
"16704","60.52092"
"16736","64.06479"
"16784","68.69303"
"16832","74.36366"
"16864","81.02886"
"16912","88.63786"
"16944","97.12951"
"16992","106.4252"
"17040","116.4329"
"17072","127.058"
"17120","138.2062"
"17152","149.7816"
"17200","161.6885"
"17248","173.8284"
"17280","186.0894"
"17328","198.3391"
"17376","210.4293"
"17408","222.2124"
"17456","233.5564"
"17488","244.3459"
"17536","254.4782"
"17584","263.8575"
"17616","272.3869"
"17664","279.9674"
"17696","286.5101"
"17744","291.9435"
"17792","296.2016"
"17824","299.2166"
"17872","300.9312"
"17904","301.3165"
"17952","300.3752"
"18000","298.1343"
"18032","294.6382"
"18080","289.94"
"18112","284.0881"
"18160","277.1258"
"18208","269.1094"
"18240","260.1234"
"18288","250.2824"
"18320","239.7233"
"18368","228.5898"
"18416","217.0138"
"18448","205.1057"
"18496","192.9618"
"18528","180.685"
"18576","168.3928"
"18624","156.2078"
"18656","144.2559"
"18704","132.6705"
"18736","121.5876"
"18784","111.1308"
"18832","101.3971"
"18864","92.4553"
"18912","84.3583"
"18944","77.15865"
"18992","70.91486"
"19040","65.68486"
"19072","61.51233"
"19120","58.42338"
"19152","56.43491"
"19200","55.561"
"19248","55.81084"
"19280","57.18274"
"19328","59.66405"
"19376","63.23693"
"19408","67.8799"
"19456","73.56194"
"19488","80.23692"
"19536","87.84624"
"19584","96.32243"
"19616","105.5876"
"19664","115.5532"
"19696","126.1217"
"19744","137.1932"
"19792","148.674"
"19824","160.4735"
"19872","172.4939"
"19904","184.6238"
"19952","196.7369"
"20000","208.6915"
"20032","220.3438"
"20080","231.5634"
"20112","242.2302"
"20160","252.2256"
"20208","261.4328"
"20240","269.7426"
"20288","277.0614"
"20320","283.3217"
"20368","288.4779"
"20416","292.4919"
"20448","295.3214"
"20496","296.9211"
"20528","297.2553"
"20576","296.3067"
"20624","294.0754"
"20656","290.5736"
"20704","285.8232"
"20736","279.8605"
"20784","272.7497"
"20832","264.5932"
"20864","255.5186"
"20912","245.655"
"20944","235.1174"
"20992","224.0134"
"21040","212.4585"
"21072","200.5814"
"21120","188.5126"
"21152","176.3745"
"21200","164.2825"
"21248","152.3531"
"21280","140.7065"
"21328","129.461"
"21376","118.7246"
"21408","108.5895"
"21456","99.13294"
"21488","90.42448"
"21536","82.53561"
"21584","75.53811"
"21616","69.49661"
"21664","64.4658"
"21696","60.49179"
"21744","57.61304"
"21792","55.8567"
"21824","55.23289"
"21872","55.7354"
"21904","57.34752"
"21952","60.0478"
"22000","63.81704"
"22032","68.63767"
"22080","74.48228"
"22112","81.30962"
"22160","89.06982"
"22208","97.7002"
"22240","107.1166"
"22288","117.2222"
"22320","127.9248"
"22368","139.1366"
"22416","150.7648"
"22448","162.7084"
"22496","174.8513"
"22528","187.0563"
"22576","199.1756"
"22624","211.0725"
"22656","222.6323"
"22704","233.7543"
"22736","244.3337"
"22784","254.2562"
"22832","263.4072"
"22864","271.6797"
"22912","278.9713"
"22944","285.1874"
"22992","290.2526"
"23040","294.1159"
"23072","296.7471"
"23120","298.1273"
"23152","298.244"
"23200","297.0965"
"23248","294.7029"
"23280","291.0955"
"23328","286.3175"
"23376","280.4262"
"23408","273.494"
"23456","265.6028"
"23488","256.8347"
"23536","247.2647"
"23584","236.9649"
"23616","226.023"
"23664","214.5585"
"23696","202.7166"
"23744","190.6473"
"23792","178.4898"
"23824","166.3726"
"23872","154.4217"
"23904","142.7657"
"23952","131.531"
"24000","120.8349"
"24032","110.7794"
"24080","101.4482"
"24112","92.90863"
"24160","85.21624"
"24208","78.42114"
"24240","72.57687"
"24288","67.74108"
"24320","63.96431"
"24368","61.27869"
"24416","59.6992"
"24448","59.23381"
"24496","59.8897"
"24528","61.66929"
"24576","64.56178"
