"Time (ms)","Trajectory 1"
"0","206.7283"
"32","210.8423"
"64","214.0845"
"96","215.6902"
"192","215.2288"
"224","212.631"
"272","208.0668"
"304","201.785"
"336","194.0215"
"368","184.9751"
"400","174.8034"
"432","163.6272"
"464","151.5491"
"496","138.673"
"528","125.109"
"560","110.954"
"592","96.2744"
"624","81.12543"
"672","65.59633"
"704","49.82693"
"736","33.9808"
"768","18.20471"
"800","2.60196"
"832","-12.76159"
"864","-27.81596"
"896","-42.44403"
"928","-56.4722"
"960","-69.694"
"992","-81.91245"
"1024","-92.98072"
"1072","-102.8191"
"1104","-111.4102"
"1136","-118.7864"
"1168","-125.0119"
"1200","-130.1472"
"1232","-134.197"
"1264","-137.0984"
"1296","-138.7678"
"1328","-139.1543"
"1360","-138.2562"
"1392","-136.1094"
"1424","-132.7673"
"1472","-128.2704"
"1504","-122.6072"
"1536","-115.7254"
"1568","-107.6028"
"1600","-98.30077"
"1632","-87.94817"
"1664","-76.67842"
"1696","-64.57431"
"1728","-51.66449"
"1760","-37.96821"
"1792","-23.54997"
"1824","-8.545955"
"1872","6.86019"
"1904","22.5021"
"1936","38.26936"
"1968","54.0732"
"2000","69.79028"
"2032","85.25399"
"2064","100.2936"
"2096","114.7743"
"2128","128.6019"
"2160","141.7029"
"2192","154.0083"
"2224","165.4427"
"2272","175.9218"
"2304","185.359"
"2336","193.6767"
"2368","200.8122"
"2400","206.7118"
"2432","211.3235"
"2464","214.6074"
"2496","216.5509"
"2528","217.164"
"2560","216.4572"
"2592","214.4322"
"2624","211.0948"
"2672","206.4581"
"2704","200.536"
"2736","193.3533"
"2768","184.9619"
"2800","175.4353"
"2832","164.855"
"2864","153.3085"
"2896","140.8946"
"2928","127.7231"
"2960","113.9023"
"2992","99.528"
"3024","84.68674"
"3072","69.46925"
"3104","53.97741"
"3136","38.3208"
"3168","22.61659"
"3200","6.995173"
"3233","-8.40767"
"3264","-23.46235"
"3296","-38.04138"
"3328","-52.02081"
"3360","-65.29762"
"3392","-77.79117"
"3424","-89.41485"
"3472","-100.0539"
"3504","-109.5852"
"3536","-117.9252"
"3568","-125.0519"
"3600","-130.9721"
"3632","-135.6795"
"3664","-139.1483"
"3696","-141.3424"
"3728","-142.2234"
"3760","-141.763"
"3792","-139.9657"
"3824","-136.8826"
"3872","-132.5852"
"3904","-127.1224"
"3936","-120.5137"
"3968","-112.7726"
"4000","-103.9233"
"4032","-93.99751"
"4064","-83.02797"
"4097","-71.06369"
"4128","-58.19145"
"4160","-44.53279"
"4192","-30.22346"
"4224","-15.3977"
"4272","-0.1867745"
"4304","15.27957"
"4336","30.87997"
"4368","46.50658"
"4400","62.05761"
"4432","77.42508"
"4464","92.49551"
"4496","107.1604"
"4528","121.3135"
"4560","134.843"
"4592","147.6359"
"4624","159.5823"
"4672","170.5767"
"4704","180.5259"
"4736","189.3565"
"4768","197.0197"
"4800","203.4818"
"4832","208.7108"
"4864","212.6748"
"4896","215.3481"
"4928","216.7185"
"4960","216.791"
"4992","215.578"
"5024","213.0869"
"5072","209.3133"
"5104","204.2504"
"5136","197.9137"
"5168","190.3495"
"5200","181.6249"
"5232","171.8232"
"5264","161.0326"
"5296","149.328"
"5328","136.7711"
"5360","123.4289"
"5393","109.3873"
"5424","94.75912"
"5472","79.68181"
"5504","64.30658"
"5536","48.79869"
"5568","33.3342"
"5600","18.06669"
"5632","3.089015"
"5664","-11.57129"
"5696","-25.91739"
"5728","-39.9267"
"5760","-53.50707"
"5792","-66.49271"
"5824","-78.67507"
"5872","-89.8524"
"5904","-99.87718"
"5936","-108.6799"
"5968","-116.2704"
"6000","-122.7087"
"6032","-128.0349"
"6064","-132.2252"
"6096","-135.2222"
"6128","-136.9795"
"6160","-137.4764"
"6192","-136.7081"
"6224","-134.6569"
"6272","-131.2668"
"6304","-126.4561"
"6336","-120.177"
"6368","-112.4892"
"6400","-103.5797"
"6432","-93.68707"
"6464","-82.99594"
"6496","-71.59489"
"6528","-59.48985"
"6560","-46.63823"
"6592","-32.99984"
"6624","-18.58696"
"6672","-3.495728"
"6704","12.08559"
"6736","27.91769"
"6768","43.78737"
"6800","59.54196"
"6832","75.07217"
"6864","90.30003"
"6896","105.16"
"6928","119.5572"
"6960","133.3576"
"6992","146.4254"
"7024","158.6558"
"7072","169.973"
"7104","180.3088"
"7136","189.5976"
"7168","197.7874"
"7200","204.8384"
"7232","210.7049"
"7264","215.3314"
"7296","218.6684"
"7328","220.6862"
"7360","221.3734"
"7392","220.735"
"7424","218.7916"
"7472","215.5697"
"7504","211.0908"
"7536","205.3645"
"7568","198.3948"
"7600","190.2062"
"7632","180.8667"
"7664","170.4826"
"7696","159.1735"
"7728","147.0441"
"7760","134.1653"
"7792","120.5891"
"7824","106.3859"
"7872","91.66093"
"7904","76.54873"
"7936","61.19788"
"7968","45.7472"
"8000","30.31063"
"8032","14.99033"
"8064","-0.1114959"
"8096","-14.8996"
"8128","-29.27686"
"8160","-43.12576"
"8192","-56.31749"
"8224","-68.72652"
"8272","-80.21972"
"8304","-90.65159"
"8336","-99.89732"
"8368","-107.8942"
"8400","-114.6575"
"8432","-120.2598"
"8464","-124.7622"
"8496","-128.1626"
"8528","-130.426"
"8560","-131.5237"
"8592","-131.4233"
"8624","-130.0751"
"8672","-127.4219"
"8704","-123.4192"
"8736","-118.0637"
"8768","-111.4138"
"8800","-103.5715"
"8832","-94.63831"
"8864","-84.68111"
"8896","-73.72658"
"8928","-61.79259"
"8960","-48.9403"
"8992","-35.29904"
"9024","-21.04227"
"9072","-6.335739"
"9104","8.695025"
"9136","23.95155"
"9168","39.33514"
"9200","54.74365"
"9232","70.07838"
"9264","85.23641"
"9296","100.1052"
"9328","114.5663"
"9360","128.4959"
"9392","141.771"
"9424","154.2804"
"9472","165.9296"
"9504","176.6366"
"9536","186.325"
"9568","194.9263"
"9600","202.3855"
"9632","208.6597"
"9664","213.7173"
"9696","217.5375"
"9728","220.1021"
"9760","221.3859"
"9792","221.3578"
"9824","219.9987"
"9872","217.3066"
"9904","213.2947"
"9936","208.0009"
"9968","201.486"
"10000","193.8164"
"10032","185.0504"
"10064","175.2309"
"10096","164.3946"
"10128","152.6007"
"10160","139.9397"
"10192","126.5131"
"10224","112.421"
"10272","97.77191"
"10304","82.6896"
"10336","67.30634"
"10368","51.76577"
"10400","36.22255"
"10432","20.81629"
"10464","5.647122"
"10496","-9.217113"
"10528","-23.71889"
"10560","-37.78703"
"10592","-51.31174"
"10624","-64.14243"
"10672","-76.11603"
"10704","-87.08724"
"10736","-96.94451"
"10768","-105.6237"
"10800","-113.1261"
"10832","-119.5098"
"10864","-124.8238"
"10896","-129.0419"
"10928","-132.0745"
"10960","-133.8316"
"10992","-134.2649"
"11024","-133.369"
"11072","-131.1626"
"11104","-127.6695"
"11136","-122.9095"
"11168","-116.9066"
"11200","-109.7086"
"11232","-101.3834"
"11264","-91.99505"
"11296","-81.60024"
"11328","-70.25605"
"11360","-58.0182"
"11392","-44.95171"
"11424","-31.15382"
"11472","-16.75673"
"11504","-1.90429"
"11536","13.26609"
"11568","28.62816"
"11600","44.06969"
"11632","59.48354"
"11664","74.75556"
"11696","89.76764"
"11728","104.4037"
"11760","118.5572"
"11792","132.1378"
"11825","145.0539"
"11872","157.1867"
"11904","168.4038"
"11936","178.5981"
"11968","187.7027"
"12000","195.6738"
"12032","202.478"
"12064","208.0894"
"12096","212.4822"
"12128","215.6257"
"12160","217.4934"
"12192","218.0724"
"12240","217.3557"
"12272","215.3395"
"12304","212.039"
"12336","207.4894"
"12368","201.7312"
"12400","194.8045"
"12432","186.748"
"12464","177.5939"
"12496","167.3745"
"12528","156.145"
"12560","144.0043"
"12592","131.0836"
"12640","117.5077"
