"Time (ms)","Trajectory 1"
"0","38.92665"
"32","33.74013"
"64","29.40394"
"112","26.72966"
"144","26.30093"
"240","28.37355"
"272","32.85419"
"304","39.41868"
"336","47.69405"
"368","57.38979"
"400","68.34749"
"432","80.52144"
"464","93.90789"
"512","108.4564"
"544","124.0212"
"576","140.3855"
"608","157.3279"
"640","174.6829"
"672","192.3524"
"704","210.2669"
"736","228.3331"
"768","246.4053"
"800","264.2859"
"832","281.7606"
"864","298.6446"
"912","314.8022"
"944","330.1358"
"976","344.5579"
"1008","357.9536"
"1040","370.1617"
"1072","380.994"
"1104","390.2878"
"1136","397.9561"
"1168","403.9879"
"1200","408.4025"
"1232","411.202"
"1264","412.3448"
"1312","411.741"
"1344","409.2765"
"1376","404.8808"
"1408","398.6079"
"1440","390.6366"
"1472","381.1683"
"1504","370.3459"
"1536","358.2461"
"1568","344.9055"
"1600","330.3745"
"1632","314.7781"
"1664","298.3224"
"1712","281.2421"
"1744","263.7454"
"1776","245.9799"
"1808","228.0302"
"1840","209.9551"
"1872","191.8448"
"1904","173.8568"
"1936","156.2003"
"1968","139.097"
"2000","122.748"
"2032","107.3036"
"2064","92.84792"
"2112","79.42456"
"2144","67.08706"
"2176","55.92323"
"2208","46.04191"
"2240","37.54975"
"2272","30.52284"
"2304","24.97896"
"2336","20.88083"
"2368","18.17703"
"2400","16.85239"
"2432","16.95166"
"2464","18.55706"
"2512","21.73533"
"2544","26.48593"
"2576","32.72342"
"2608","40.31497"
"2640","49.15375"
"2672","59.21375"
"2704","70.53813"
"2736","83.16624"
"2768","97.05858"
"2800","112.0796"
"2832","128.0356"
"2864","144.7169"
"2912","161.9214"
"2944","179.4711"
"2976","197.2235"
"3008","215.0646"
"3040","232.8875"
"3072","250.5762"
"3104","267.9934"
"3136","284.9722"
"3168","301.3337"
"3200","316.9253"
"3232","331.6355"
"3264","345.3577"
"3312","357.9438"
"3344","369.2102"
"3376","378.9889"
"3408","387.1685"
"3440","393.7091"
"3472","398.637"
"3504","401.9948"
"3536","403.7689"
"3568","403.8717"
"3600","402.1951"
"3632","398.6717"
"3664","393.309"
"3712","386.1917"
"3744","377.4529"
"3776","367.2217"
"3808","355.5915"
"3840","342.6398"
"3872","328.474"
"3904","313.2565"
"3936","297.1889"
"3968","280.471"
"4000","263.2658"
"4032","245.6913"
"4064","227.844"
"4112","209.8334"
"4144","191.7991"
"4176","173.9122"
"4208","156.3669"
"4240","139.3574"
"4272","123.0488"
"4304","107.5658"
"4336","92.99124"
"4368","79.37766"
"4400","66.78519"
"4432","55.31566"
"4464","45.09929"
"4512","36.2589"
"4544","28.88403"
"4576","23.00759"
"4608","18.60314"
"4640","15.62767"
"4672","14.07002"
"4704","13.95809"
"4736","15.33565"
"4768","18.23602"
"4800","22.66775"
"4832","28.61908"
"4864","36.06009"
"4912","44.93338"
"4944","55.15815"
"4976","66.64659"
"5008","79.31429"
"5040","93.078"
"5072","107.8444"
"5104","123.5043"
"5136","139.9284"
"5168","156.962"
"5200","174.4403"
"5232","192.2164"
"5264","210.1669"
"5312","228.1676"
"5344","246.0713"
"5376","263.7104"
"5408","280.9166"
"5440","297.5424"
"5472","313.4707"
"5504","328.5935"
"5536","342.7713"
"5568","355.8232"
"5600","367.5629"
"5632","377.8341"
"5664","386.5246"
"5712","393.572"
"5744","398.9686"
"5776","402.7444"
"5808","404.9218"
"5840","405.4794"
"5872","404.356"
"5904","401.4862"
"5936","396.846"
"5968","390.4734"
"6000","382.4579"
"6032","372.9121"
"6064","361.9447"
"6112","349.6586"
"6144","336.1672"
"6176","321.601"
"6208","306.1063"
"6240","289.8445"
"6272","272.9883"
"6304","255.7096"
"6336","238.1521"
"6368","220.4145"
"6400","202.5826"
"6432","184.7807"
"6464","167.1856"
"6512","150.0001"
"6544","133.4219"
"6576","117.6168"
"6608","102.6977"
"6640","88.73401"
"6672","75.79413"
"6704","63.97461"
"6736","53.39336"
"6768","44.16149"
"6800","36.35737"
"6832","30.01708"
"6864","25.13993"
"6912","21.70324"
"6944","19.6853"
"6976","19.0876"
"7008","19.9375"
"7040","22.27092"
"7072","26.11238"
"7104","31.45873"
"7136","38.26433"
"7168","46.43942"
"7200","55.88901"
"7232","66.57301"
"7264","78.50728"
"7312","91.69267"
"7344","106.0558"
"7376","121.4459"
"7408","137.6599"
"7440","154.4767"
"7472","171.7016"
"7504","189.1908"
"7536","206.8373"
"7568","224.5402"
"7600","242.1789"
"7632","259.6002"
"7664","276.639"
"7712","293.1553"
"7744","309.039"
"7776","324.1863"
"7808","338.4765"
"7840","351.7571"
"7872","363.8499"
"7904","374.5795"
"7936","383.8033"
"7968","391.4261"
"8000","397.4025"
"8032","401.7215"
"8064","404.3813"
"8112","405.3688"
