"Time (ms)","Trajectory 1"
"0","212.3656"
"48","196.5652"
"80","179.2786"
"128","160.1296"
"256","140.6328"
"288","123.338"
"336","109.8734"
"384","100.2348"
"416","93.60583"
"464","89.18373"
"496","86.44784"
"544","85.11246"
"592","85.00518"
"624","86.01691"
"672","88.11108"
"704","91.3258"
"752","95.74635"
"800","101.4416"
"832","108.3824"
"880","116.4121"
"912","125.3113"
"960","134.9097"
"1008","145.1471"
"1040","156.011"
"1088","167.4181"
"1120","179.1814"
"1168","191.071"
"1216","202.8845"
"1248","214.4849"
"1296","225.7855"
"1328","236.6895"
"1376","247.0427"
"1424","256.6597"
"1456","265.3978"
"1504","273.1913"
"1536","280.0166"
"1584","285.8236"
"1632","290.4926"
"1664","293.8816"
"1712","295.925"
"1744","296.6685"
"1792","296.207"
"1840","294.5836"
"1872","291.7453"
"1920","287.6107"
"1952","282.1789"
"2000","275.5616"
"2048","267.9206"
"2080","259.3837"
"2128","250.0171"
"2160","239.8713"
"2208","229.0508"
"2256","217.7372"
"2288","206.1393"
"2336","194.4072"
"2384","182.6076"
"2416","170.8042"
"2464","159.1537"
"2496","147.9158"
"2544","137.3667"
"2592","127.6872"
"2624","118.922"
"2672","111.0493"
"2704","104.0788"
"2752","98.09571"
"2800","93.24319"
"2832","89.65433"
"2880","87.38407"
"2912","86.40839"
"2960","86.67767"
"3008","88.17783"
"3040","90.9577"
"3088","95.07709"
"3120","100.5161"
"3168","107.1489"
"3216","114.8058"
"3248","123.354"
"3296","132.7215"
"3328","142.8492"
"3376","153.6232"
"3424","164.8574"
"3456","176.3405"
"3504","187.8962"
"3536","199.408"
"3584","210.8041"
"3632","222.0011"
"3664","232.8473"
"3712","243.1385"
"3744","252.6972"
"3792","261.4297"
"3840","269.3082"
"3872","276.287"
"3920","282.2448"
"3952","287.0212"
"4000","290.4915"
"4048","292.6222"
"4080","293.4667"
"4128","293.0966"
"4176","291.5227"
"4208","288.6782"
"4256","284.4904"
"4288","278.9888"
"4336","272.3318"
"4384","264.7095"
"4416","256.2367"
"4464","246.9537"
"4496","236.9066"
"4544","226.2118"
"4592","215.0529"
"4624","203.6149"
"4672","192.0245"
"4704","180.3657"
"4752","168.7381"
"4800","157.2988"
"4832","146.2592"
"4880","135.8136"
"4912","126.0633"
"4960","117.0376"
"5008","108.7821"
"5040","101.4203"
"5088","95.14079"
"5120","90.10928"
"5168","86.37949"
"5216","83.89431"
"5248","82.57943"
"5296","82.44013"
"5328","83.57639"
"5376","86.11342"
"5424","90.10808"
"5456","95.48827"
"5504","102.0646"
"5536","109.6151"
"5584","117.986"
"5632","127.1291"
"5664","137.0307"
"5712","147.6022"
"5744","158.653"
"5792","169.9731"
"5840","181.4226"
"5872","192.9315"
"5920","204.4297"
"5952","215.7923"
"6000","226.8405"
"6048","237.3822"
"6080","247.2554"
"6128","256.338"
"6176","264.5331"
"6208","271.745"
"6256","277.858"
"6288","282.7587"
"6336","286.3983"
"6384","288.8061"
"6416","290.0208"
"6464","290.0171"
"6496","288.7173"
"6544","286.0786"
"6592","282.1565"
"6624","277.086"
"6672","271.0003"
"6704","263.9552"
"6752","255.9435"
"6800","246.9832"
"6832","237.179"
"6880","226.7146"
"6912","215.7969"
"6960","204.5914"
"7008","193.1969"
"7040","181.6848"
"7088","170.1721"
"7120","158.8574"
"7168","147.9693"
"7216","137.6783"
"7248","128.0645"
"7296","119.164"
"7328","111.039"
"7376","103.8075"
"7424","97.61442"
"7456","92.57867"
"7504","88.76455"
"7536","86.1818"
"7584","84.81516"
"7632","84.67677"
"7664","85.81755"
"7712","88.27796"
"7744","92.04829"
"7792","97.0642"
"7840","103.2256"
"7872","110.4368"
"7920","118.6261"
"7952","127.7196"
"8000","137.6054"
"8048","148.125"
"8080","159.107"
"8128","170.4143"
"8176","181.9505"
"8208","193.6121"
"8256","205.2468"
"8288","216.6636"
"8336","227.669"
"8384","238.1117"
"8416","247.916"
"8464","257.0439"
"8496","265.4102"
"8544","272.863"
"8592","279.2498"
"8624","284.4791"
"8672","288.5136"
"8704","291.3345"
"8752","292.9195"
"8800","293.2276"
"8832","292.1979"
"8880","289.7882"
"8912","286.0324"
"8960","281.0599"
"9008","275.0337"
"9040","268.0633"
"9088","260.1977"
"9120","251.4899"
"9168","242.0349"
"9216","231.9634"
"9248","221.4156"
"9296","210.5103"
"9328","199.3427"
"9376","188.0105"
"9424","176.6436"
"9456","165.408"
"9504","154.4832"
"9536","144.0364"
"9584","134.1987"
"9632","125.0674"
"9664","116.7469"
"9712","109.3687"
"9744","103.0623"
"9792","97.91031"
"9840","93.92168"
"9872","91.06907"
"9920","89.36625"
"9952","88.89153"
"10000","89.73569"
"10048","91.9386"
"10080","95.46147"
"10128","100.2039"
"10176","106.0575"
"10208","112.9524"
"10256","120.8408"
"10288","129.6373"
"10336","139.1948"
"10384","149.3424"
"10416","159.9376"
"10464","170.8932"
"10496","182.1506"
"10544","193.6057"
"10592","205.0753"
"10624","216.3459"
"10672","227.2378"
"10704","237.6221"
"10752","247.402"
"10800","256.4915"
"10832","264.8033"
"10880","272.2364"
"10912","278.674"
"10960","283.9986"
"11008","288.1222"
"11040","291.0088"
"11088","292.648"
"11120","293.0074"
"11168","292.0483"
"11216","289.7802"
"11248","286.2637"
"11296","281.5768"
"11328","275.7933"
"11376","268.9734"
"11424","261.1803"
"11456","252.5204"
"11504","243.1414"
"11536","233.1774"
"11584","222.7183"
"11632","211.8362"
"11664","200.6279"
"11712","189.2355"
"11744","177.8345"
"11792","166.6009"
"11840","155.6801"
"11872","145.179"
"11920","135.1948"
"11952","125.8484"
"12000","117.2815"
"12048","109.6318"
"12080","103.0173"
"12128","97.51173"
"12176","93.13342"
"12208","89.89107"
"12256","87.84509"
"12288","87.09892"
"12336","87.72192"
"12384","89.69509"
"12416","92.93026"
"12464","97.33401"
"12496","102.8537"
"12544","109.462"
"12592","117.1099"
"12624","125.6912"
"12672","135.0352"
"12704","144.9534"
"12752","155.3158"
"12800","166.0708"
"12832","177.1772"
"12880","188.5158"
"12912","199.8792"
"12960","211.0513"
"13008","221.8822"
"13040","232.2792"
"13088","242.1522"
"13120","251.3733"
"13168","259.7777"
"13216","267.2216"
"13248","273.6377"
"13296","279.0117"
"13328","283.3133"
"13376","286.4695"
"13424","288.3913"
"13456","289.0066"
"13504","288.288"
"13536","286.273"
"13584","283.0514"
"13632","278.7106"
"13664","273.2877"
"13712","266.786"
"13744","259.248"
"13792","250.7951"
"13840","241.5919"
"13872","231.7833"
"13920","221.4658"
"13968","210.7052"
"14000","199.592"
"14048","188.2785"
"14080","176.9577"
"14128","165.8097"
"14176","154.9668"
"14208","144.5336"
"14256","134.6278"
"14288","125.38"
